Category,City,Country,Customer Name,Order Date,Order ID,Product Name,Ship Date,State,Customers,Orders,profit margin,Quantity,Total Profit,Total Sales
Binders,Westminster,United States,Toby Carlisle,15-07-2014,CA-2014-121048,Acco Suede Grain Vinyl Round Ring Binder,19-07-2014,California,1,1,0.325,2,1.4456,4.448
Bookcases,Concord,United States,Joe Kamberova,04-09-2014,US-2014-153255,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",08-09-2014,California,1,1,0.058823529,2,14.098,239.666
Bookcases,Fresno,United States,Michael Granlund,18-10-2013,CA-2013-163972,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",22-10-2013,California,1,1,0.176470588,2,21.294,120.666
Bookcases,Los Angeles,United States,Cassandra Brandow,28-08-2012,CA-2012-121188,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,04-09-2012,California,1,1,0.094117647,2,28.9568,307.666
Bookcases,Los Angeles,United States,Maureen Gastineau,09-06-2014,US-2014-109316,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",11-06-2014,California,1,1,0.094117647,2,140.9568,1497.666
Bookcases,Los Angeles,United States,Mike Vittorini,18-06-2013,CA-2013-123512,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",20-06-2013,California,1,1,0.058823529,2,14.098,239.666
Bookcases,Mission Viejo,United States,Liz Carlisle,01-02-2011,CA-2011-115161,"Sauder Facets Collection Library, Sky Alder Finish",03-02-2011,California,1,1,0.011764706,2,3.4196,290.666
Bookcases,Morgan Hill,United States,Roger Demir,04-12-2013,CA-2013-149762,O'Sullivan Living Dimensions 2-Shelf Bookcases,08-12-2013,California,1,1,-0.058823529,2,-12.098,205.666
Bookcases,San Francisco,United States,Aaron Smayling,26-09-2013,CA-2013-148747,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",28-09-2013,California,1,1,0.176470588,2,84.294,477.666
Bookcases,San Francisco,United States,Guy Armstrong,30-03-2011,CA-2011-131247,O'Sullivan Living Dimensions 2-Shelf Bookcases,04-04-2011,California,1,1,-0.058823529,2,-12.098,205.666
Bookcases,San Jose,United States,Keith Dawkins,17-09-2013,CA-2013-123337,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",23-09-2013,California,1,1,-0.047058824,2,-12.8784,273.666
Chairs,Camarillo,United States,Claudia Bergmann,14-05-2012,CA-2012-100146,Novimex Fabric Task Chair,19-05-2012,California,1,1,-0.0625,2,-6.098,97.568
Chairs,El Cajon,United States,Becky Castell,06-07-2011,CA-2011-147543,Global Comet Stacking Armless Chair,12-07-2011,California,1,1,0.1,2,47.848,478.48
Chairs,Los Angeles,United States,Chad Cunningham,16-12-2011,CA-2011-136399,DMI Arturo Collection Mission-style Design Wood Chair,17-12-2011,California,1,1,0.075,2,18.1176,241.568
Chairs,Los Angeles,United States,Duane Benoit,24-09-2014,CA-2014-121853,GuestStacker Chair with Chrome Finish Legs,30-09-2014,California,1,1,0.1,2,59.4816,594.816
Chairs,Los Angeles,United States,Maria Etezadi,11-11-2014,CA-2014-137624,"Global Leather & Oak Executive Chair, Burgundy",18-11-2014,California,1,1,-0.15,2,-36.2136,241.424
Chairs,Modesto,United States,Joseph Airdo,08-09-2014,US-2014-150070,Global Low Back Tilter Chair,13-09-2014,California,1,1,-0.175,2,-28.2744,161.568
Chairs,Pasadena,United States,Helen Andreada,11-10-2011,CA-2011-157924,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,13-10-2011,California,1,1,-0.15,2,-65.0352,433.568
Chairs,San Diego,United States,Brian Stugart,17-11-2012,CA-2012-126725,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,21-11-2012,California,1,1,0.0125,2,2.8196,225.568
Chairs,San Diego,United States,David Smith,15-12-2013,CA-2013-146325,"Global Task Chair, Black",18-12-2013,California,1,1,-0.1125,2,-9.1602,81.424
Chairs,San Diego,United States,Jane Waco,19-09-2013,CA-2013-133935,Global Troy Executive Leather Low-Back Tilter,23-09-2013,California,1,1,0.0625,2,50.098,801.568
Chairs,San Diego,United States,Shaun Weien,22-07-2014,CA-2014-145429,Hon Olson Stacker Stools,26-07-2014,California,1,1,0.1,2,22.5296,225.296
Chairs,San Francisco,United States,Ann Steele,03-09-2012,US-2012-146745,Office Star - Ergonomically Designed Knee Chair,08-09-2012,California,1,1,-0.1,2,-12.9568,129.568
Chairs,San Jose,United States,Logan Haushalter,06-11-2013,CA-2013-144092,Harbour Creations 67200 Series Stacking Chairs,08-11-2013,California,1,1,0.0875,2,9.9652,113.888
Copiers,Inglewood,United States,Dan Reichenbach,28-08-2014,CA-2014-161956,Sharp 1540cs Digital Laser Copier,30-08-2014,California,1,1,0.375,2,329.994,879.984
Copiers,Los Angeles,United States,Alejandro Ballentine,18-07-2014,CA-2014-126662,Brother DCP1000 Digital 3 in 1 Multifunction Machine,22-07-2014,California,1,1,0.1875,2,89.997,479.984
Copiers,Los Angeles,United States,Karl Braun,10-03-2014,CA-2014-147354,Hewlett Packard 310 Color Digital Copier,14-03-2014,California,1,1,0.125,2,59.998,479.984
Envelopes,Brentwood,United States,Rick Wilson,18-08-2014,CA-2014-166093,Staples,25-08-2014,California,1,1,0.5,2,11.68,23.36
Envelopes,Los Angeles,United States,Katrina Edelman,03-04-2011,CA-2011-112291,Staples,08-04-2011,California,1,1,0.5,2,5.58,11.16
Envelopes,Los Angeles,United States,Linda Southworth,25-04-2012,CA-2012-115420,Laser & Ink Jet Business Envelopes,02-05-2012,California,1,1,0.46,2,9.8164,21.34
Envelopes,Manteca,United States,Tanja Norvell,10-10-2011,CA-2011-140403,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",10-10-2011,California,1,1,0.49,2,7.4872,15.28
Envelopes,San Diego,United States,Darrin Van Huff,24-09-2013,CA-2013-106656,Poly String Tie Envelopes,27-09-2013,California,1,1,0.47,2,1.9176,4.08
Envelopes,San Francisco,United States,Anna Andreadi,05-07-2013,CA-2013-147137,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",07-07-2013,California,1,1,0.47,2,20.6612,43.96
Envelopes,San Francisco,United States,Darren Koutras,06-05-2014,US-2014-141943,"Peel & Seel Recycled Catalog Envelopes, Brown",10-05-2014,California,1,1,0.5,2,11.58,23.16
Envelopes,San Francisco,United States,Helen Andreada,26-07-2012,CA-2012-136735,Airmail Envelopes,02-08-2012,California,1,1,0.47,2,78.8942,167.86
Envelopes,San Francisco,United States,Herbert Flentye,21-09-2011,CA-2011-153969,Staples,25-09-2011,California,1,1,0.47,2,7.3132,15.56
Fasteners,Los Angeles,United States,Guy Thornton,04-07-2013,CA-2013-130029,"Brites Rubber Bands, 1 1/2 oz. Box",07-07-2013,California,1,1,0.02,2,0.0792,3.96
Fasteners,Los Angeles,United States,John Lee,18-04-2011,CA-2011-110849,"Advantus Push Pins, Aluminum Head",23-04-2011,California,1,1,0.31,2,3.6022,11.62
Fasteners,Redondo Beach,United States,Joseph Holt,06-09-2013,CA-2013-151372,Advantus Push Pins,07-09-2013,California,1,1,0.41,2,1.7876,4.36
Fasteners,Roseville,United States,Jesus Ocampo,09-11-2012,CA-2012-126466,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",13-11-2012,California,1,1,0.47,2,1.1656,2.48
Fasteners,San Francisco,United States,Dennis Pardue,08-09-2011,CA-2011-168592,Ideal Clamps,14-09-2011,California,1,1,0.49,2,1.9698,4.02
Fasteners,San Luis Obispo,United States,Susan Pistek,31-10-2013,CA-2013-105291,Assorted Color Push Pins,05-11-2013,California,1,1,0.33,2,1.1946,3.62
Furnishings,Burbank,United States,Sample Company A,18-03-2011,US-2011-131275,Eldon Cleatmat Chair Mats for Medium Pile Carpets,24-03-2011,California,1,1,0.13,2,14.43,111
Furnishings,Costa Mesa,United States,Dave Brooks,27-02-2014,CA-2014-121258,Tenex B1-RE Series Chair Mats for Low Pile Carpets,04-03-2014,California,1,1,0.17,2,15.6332,91.96
Furnishings,Fresno,United States,Maurice Satty,24-03-2011,CA-2011-143637,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",29-03-2011,California,1,1,0.36,2,14.5728,40.48
Furnishings,Inglewood,United States,Dan Reichenbach,28-08-2014,CA-2014-161956,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",30-08-2014,California,1,1,0.5,2,99.23,198.46
Furnishings,Inglewood,United States,Luke Foster,09-12-2014,CA-2014-148264,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",10-12-2014,California,1,1,0.12,2,15.468,128.9
Furnishings,Los Angeles,United States,Andy Yotov,06-04-2011,CA-2011-102652,Tenex B1-RE Series Chair Mats for Low Pile Carpets,12-04-2011,California,1,1,0.17,2,15.6332,91.96
Furnishings,Los Angeles,United States,Benjamin Patterson,16-12-2013,US-2013-116442,"Eldon Expressions Wood Desk Accessories, Oak",23-12-2013,California,1,1,0.29,2,4.2804,14.76
Furnishings,Los Angeles,United States,Bill Tyler,13-04-2012,US-2012-120502,Flat Face Poster Frame,19-04-2012,California,1,1,0.42,2,15.8256,37.68
Furnishings,Los Angeles,United States,Carlos Soltero,22-10-2013,CA-2013-161746,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",28-10-2013,California,1,1,0.28,2,5.5888,19.96
Furnishings,Los Angeles,United States,Cassandra Brandow,28-08-2012,CA-2012-121188,Eldon Wave Desk Accessories,04-09-2012,California,1,1,0.42,2,1.7472,4.16
Furnishings,Los Angeles,United States,Chad Cunningham,16-12-2011,CA-2011-136399,"Executive Impressions 14"" Contract Wall Clock",17-12-2011,California,1,1,0.33,2,14.6718,44.46
Furnishings,Los Angeles,United States,George Bell,18-09-2012,CA-2012-167745,Advantus Panel Wall Certificate Holder - 8.5x11,23-09-2012,California,1,1,0.42,2,10.248,24.4
Furnishings,Los Angeles,United States,John Lee,03-02-2014,CA-2014-161333,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",08-02-2014,California,1,1,0.34,2,29.3284,86.26
Furnishings,Los Angeles,United States,Logan Haushalter,19-06-2012,CA-2012-121965,Eldon 200 Class Desk Accessories,23-06-2012,California,1,1,0.32,2,4.0192,12.56
Furnishings,Los Angeles,United States,Mark Van Huff,21-01-2011,CA-2011-148614,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",26-01-2011,California,1,1,0.3,2,5.79,19.3
Furnishings,Moreno Valley,United States,Duane Noonan,23-12-2013,CA-2013-114860,Magnifier Swing Arm Lamp,29-12-2013,California,1,1,0.26,2,10.9096,41.96
Furnishings,Oxnard,United States,Laurel Beltran,02-12-2013,US-2013-155768,Tenex Chairmats For Use With Carpeted Floors,02-12-2013,California,1,1,0.05,2,1.598,31.96
Furnishings,Pasadena,United States,Jay Fein,24-04-2014,CA-2014-136651,Eldon 500 Class Desk Accessories,26-04-2014,California,1,1,0.33,2,7.9662,24.14
Furnishings,San Diego,United States,Bill Overfelt,03-02-2014,CA-2014-128076,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,08-02-2014,California,1,1,0.06,2,12.6348,210.58
Furnishings,San Diego,United States,Clytie Kelty,26-12-2011,CA-2011-106264,"Eldon Regeneration Recycled Desk Accessories, Smoke",30-12-2011,California,1,1,0.32,2,1.1136,3.48
Furnishings,San Diego,United States,Jas O'Carroll,15-12-2011,CA-2011-116673,Stackable Trays,19-12-2011,California,1,1,0.32,2,1.9712,6.16
Furnishings,San Diego,United States,Justin Deggeller,22-03-2012,US-2012-163279,Tenex B1-RE Series Chair Mats for Low Pile Carpets,26-03-2012,California,1,1,0.17,2,15.6332,91.96
Furnishings,San Diego,United States,Matt Hagelstein,05-12-2012,CA-2012-156440,"Executive Impressions 14"" Contract Wall Clock",09-12-2012,California,1,1,0.33,2,14.6718,44.46
Furnishings,San Diego,United States,Ruben Dartt,10-11-2011,CA-2011-158372,Luxo Economy Swing Arm Lamp,16-11-2011,California,1,1,0.28,2,11.1664,39.88
Furnishings,San Francisco,United States,Carl Ludwig,02-12-2013,US-2013-150035,Westinghouse Clip-On Gooseneck Lamps,06-12-2013,California,1,1,0.26,2,4.3524,16.74
Furnishings,San Francisco,United States,Chad McGuire,03-10-2014,CA-2014-137414,Dax Clear Box Frame,07-10-2014,California,1,1,0.34,2,5.9364,17.46
Furnishings,San Francisco,United States,Denny Joy,08-12-2011,CA-2011-144071,Luxo Economy Swing Arm Lamp,15-12-2011,California,1,1,0.28,2,11.1664,39.88
Furnishings,San Francisco,United States,Don Jones,01-05-2014,CA-2014-137876,"Seth Thomas 16"" Steel Case Clock",06-05-2014,California,1,1,0.33,2,21.4368,64.96
Furnishings,San Francisco,United States,Edward Hooks,14-03-2013,CA-2013-136301,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",16-03-2013,California,1,1,0.26,2,7.3528,28.28
Furnishings,San Francisco,United States,Liz Pelletier,12-11-2013,CA-2013-116722,Magnifier Swing Arm Lamp,17-11-2013,California,1,1,0.26,2,10.9096,41.96
Labels,Huntington Beach,United States,Adam Hart,16-11-2011,CA-2011-160066,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,22-11-2011,California,1,1,0.46,2,2.4012,5.22
Labels,Lake Forest,United States,Daniel Byrd,04-10-2013,CA-2013-101672,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,08-10-2013,California,1,1,0.48,2,2.9568,6.16
Labels,Long Beach,United States,Dan Lawera,26-09-2013,US-2013-125402,Alphabetical Labels for Top Tab Filing,02-10-2013,California,1,1,0.5,2,14.8,29.6
Labels,Long Beach,United States,Guy Thornton,18-02-2012,CA-2012-105725,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24-02-2012,California,1,1,0.46,2,28.0876,61.06
Labels,Los Angeles,United States,Bart Pistole,19-12-2011,CA-2011-162992,Avery 516,21-12-2011,California,1,1,0.47,2,6.8714,14.62
Labels,Los Angeles,United States,Cynthia Voltz,19-02-2014,CA-2014-164707,Avery 493,22-02-2014,California,1,1,0.49,2,4.8118,9.82
Labels,Los Angeles,United States,Marc Harrigan,26-04-2011,CA-2011-116785,Avery 495,30-04-2011,California,1,1,0.46,2,5.796,12.6
Labels,Los Angeles,United States,Pamela Stobb,18-04-2014,CA-2014-128965,Avery 517,23-04-2014,California,1,1,0.47,2,3.4686,7.38
Labels,Los Angeles,United States,Sarah Brown,22-05-2012,CA-2012-149846,Avery 476,26-05-2012,California,1,1,0.46,2,3.7996,8.26
Labels,Los Angeles,United States,Steve Nguyen,06-05-2011,US-2011-154879,Staples,11-05-2011,California,1,1,0.47,2,2.7166,5.78
Labels,San Francisco,United States,Meg Tillman,10-12-2012,CA-2012-127502,Avery File Folder Labels,14-12-2012,California,1,1,0.49,2,2.8224,5.76
Machines,Fairfield,United States,Dave Hallsten,29-03-2014,US-2014-147886,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,01-04-2014,California,1,1,0.1,2,53.272,532.72
Machines,Los Angeles,United States,Clay Ludtke,29-05-2013,CA-2013-134803,Okidata C331dn Printer,04-06-2013,California,1,1,0.075,2,41.88,558.4
Machines,San Diego,United States,Bill Overfelt,03-02-2014,CA-2014-128076,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",08-02-2014,California,1,1,0.1625,2,38.9974,239.984
Machines,San Diego,United States,Cindy Chapman,05-11-2013,CA-2013-158260,Okidata B400 Printer,09-11-2013,California,1,1,0.1125,2,77.22,686.4
Machines,San Francisco,United States,Nick Crebassa,02-04-2014,CA-2014-149881,Cubify CubeX 3D Printer Double Head Print,04-04-2014,California,1,1,0.075,2,359.9988,4799.984
Paper,Anaheim,United States,Ken Dana,13-09-2012,US-2012-129007,Xerox 1915,15-09-2012,California,1,1,0.48,2,100.656,209.7
Paper,Apple Valley,United States,Katrina Bavinger,05-09-2014,CA-2014-101182,Xerox 220,06-09-2014,California,1,1,0.48,2,6.2208,12.96
Paper,Bakersfield,United States,Filia McAdams,11-04-2013,CA-2013-124814,Xerox 227,17-04-2013,California,1,1,0.48,2,6.2208,12.96
Paper,Brentwood,United States,Rick Wilson,18-08-2014,CA-2014-166093,Xerox 1962,25-08-2014,California,1,1,0.45,2,3.852,8.56
Paper,Fairfield,United States,Dave Hallsten,29-03-2014,US-2014-147886,Xerox 1975,01-04-2014,California,1,1,0.49,2,6.3504,12.96
Paper,Fresno,United States,Brendan Dodson,28-03-2014,CA-2014-124716,Xerox 1913,01-04-2014,California,1,1,0.48,2,53.2608,110.96
Paper,Fresno,United States,Brendan Dodson,28-03-2014,CA-2014-124716,Xerox 1982,01-04-2014,California,1,1,0.46,2,21.0128,45.68
Paper,Laguna Niguel,United States,Becky Castell,17-09-2013,US-2013-134369,Xerox 1966,23-09-2013,California,1,1,0.49,2,6.3504,12.96
Paper,Lake Forest,United States,Daniel Byrd,04-10-2013,CA-2013-101672,Xerox 1891,08-10-2013,California,1,1,0.47,2,45.9754,97.82
Paper,Lake Forest,United States,Daniel Byrd,04-10-2013,CA-2013-101672,Xerox 1900,08-10-2013,California,1,1,0.45,2,3.852,8.56
Paper,Los Angeles,United States,Aaron Hawkins,13-05-2011,CA-2011-113768,EcoTones Memo Sheets,19-05-2011,California,1,1,0.48,2,3.84,8
Paper,Los Angeles,United States,Adam Hart,27-06-2013,CA-2013-144015,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â¾Â” x 11Â”",27-06-2013,California,1,1,0.45,2,5.616,12.48
Paper,Los Angeles,United States,Andy Reiter,11-04-2012,US-2012-136987,Staples,14-04-2012,California,1,1,0.46,2,24.2696,52.76
Paper,Los Angeles,United States,Anne Pryor,07-12-2013,US-2013-103674,Xerox 1977,11-12-2013,California,1,1,0.48,2,6.4128,13.36
Paper,Los Angeles,United States,Anthony Jacobs,18-05-2012,CA-2012-165554,"Wirebound Message Book, 4 per Page",22-05-2012,California,1,1,0.49,2,5.3214,10.86
Paper,Los Angeles,United States,Catherine Glotzbach,01-06-2012,CA-2012-161242,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",08-06-2012,California,1,1,0.49,2,5.7624,11.76
Paper,Los Angeles,United States,Chris Selesnick,05-12-2014,CA-2014-153227,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",07-12-2014,California,1,1,0.49,2,5.7624,11.76
Paper,Los Angeles,United States,Cindy Chapman,08-10-2013,CA-2013-155033,Astroparche Fine Business Paper,13-10-2013,California,1,1,0.48,2,5.0688,10.56
Paper,Los Angeles,United States,Deanra Eno,18-04-2012,CA-2012-142601,Xerox 19,20-04-2012,California,1,1,0.45,2,27.882,61.96
Paper,Los Angeles,United States,Emily Phan,13-11-2014,US-2014-125808,Xerox 1899,16-11-2014,California,1,1,0.49,2,5.6644,11.56
Paper,Los Angeles,United States,Guy Thornton,04-07-2013,CA-2013-130029,Xerox 200,07-07-2013,California,1,1,0.48,2,6.2208,12.96
Paper,Los Angeles,United States,Joel Eaton,09-10-2013,US-2013-162026,Xerox 1925,09-10-2013,California,1,1,0.45,2,27.882,61.96
Paper,Los Angeles,United States,Lynn Smith,28-05-2013,CA-2013-136994,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",03-06-2013,California,1,1,0.46,2,6.1548,13.38
Paper,Los Angeles,United States,Mark Van Huff,21-01-2011,CA-2011-148614,"Wirebound Service Call Books, 5 1/2"" x 4""",26-01-2011,California,1,1,0.48,2,9.2928,19.36
Paper,Los Angeles,United States,Mike Caudle,19-03-2012,CA-2012-163104,Xerox 1974,26-03-2012,California,1,1,0.49,2,5.8604,11.96
Paper,Los Angeles,United States,Nathan Gelder,22-11-2012,CA-2012-137708,Xerox 1887,25-11-2012,California,1,1,0.48,2,18.2112,37.94
Paper,Los Angeles,United States,Rick Bensley,17-12-2014,CA-2014-161578,Xerox 1898,22-12-2014,California,1,1,0.48,2,6.4128,13.36
Paper,Los Angeles,United States,Rick Wilson,19-09-2012,CA-2012-132815,Personal Creations Ink Jet Cards and Labels,22-09-2012,California,1,1,0.49,2,11.2504,22.96
Paper,Los Angeles,United States,Saphhira Shifley,04-06-2014,CA-2014-145772,Xerox 1947,08-06-2014,California,1,1,0.45,2,5.382,11.96
Paper,Los Angeles,United States,Scot Coram,22-08-2013,US-2013-126452,Xerox 1997,29-08-2013,California,1,1,0.48,2,6.2208,12.96
Paper,Los Angeles,United States,Scot Wooten,13-03-2013,US-2013-119270,Hammermill Color Copier Paper (28Lb. and 96 Bright),17-03-2013,California,1,1,0.45,2,8.991,19.98
Paper,Los Angeles,United States,Sean Miller,25-12-2012,CA-2012-144890,Xerox 1949,29-12-2012,California,1,1,0.49,2,4.8804,9.96
Paper,Los Angeles,United States,Steven Roelle,21-02-2011,CA-2011-164903,Xerox 204,25-02-2011,California,1,1,0.48,2,6.2208,12.96
Paper,Oceanside,United States,Carlos Daly,27-05-2014,CA-2014-107853,Xerox 201,01-06-2014,California,1,1,0.48,2,6.2208,12.96
Paper,Oceanside,United States,Penelope Sewall,08-11-2013,CA-2013-164896,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",13-11-2013,California,1,1,0.49,2,6.321,12.9
Paper,Pasadena,United States,Erin Ashbrook,13-06-2013,CA-2013-104633,Xerox 228,17-06-2013,California,1,1,0.48,2,6.2208,12.96
Paper,Redondo Beach,United States,Joseph Holt,06-09-2013,CA-2013-151372,14-7/8 x 11 Blue Bar Computer Printout Paper,07-09-2013,California,1,1,0.48,2,46.1184,96.08
Paper,Riverside,United States,Jonathan Doherty,20-07-2011,CA-2011-127866,Xerox 1965,23-07-2011,California,1,1,0.49,2,5.8604,11.96
Paper,Riverside,United States,Kristen Hastings,07-12-2012,US-2012-120957,Xerox 218,07-12-2012,California,1,1,0.48,2,6.2208,12.96
Paper,San Diego,United States,Anna Andreadi,06-11-2014,CA-2014-157196,Xerox 1996,10-11-2014,California,1,1,0.48,2,6.2208,12.96
Paper,San Diego,United States,Henry Goldwyn,20-09-2011,CA-2011-126480,Xerox 1900,24-09-2011,California,1,1,0.45,2,3.852,8.56
Paper,San Diego,United States,Jay Fein,23-10-2012,CA-2012-132486,Xerox 196,27-10-2012,California,1,1,0.49,2,5.6644,11.56
Paper,San Diego,United States,Shaun Weien,22-07-2014,CA-2014-145429,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",26-07-2014,California,1,1,0.47,2,7.6798,16.34
Paper,San Diego,United States,Thea Hendricks,27-09-2011,US-2011-133130,Xerox 1919,01-10-2011,California,1,1,0.49,2,40.1702,81.98
Paper,San Francisco,United States,Dorothy Wardle,27-09-2013,CA-2013-165820,Xerox 1905,01-10-2013,California,1,1,0.48,2,6.2208,12.96
Paper,San Francisco,United States,Emily Phan,14-12-2014,CA-2014-122770,Xerox 1975,19-12-2014,California,1,1,0.49,2,6.3504,12.96
Paper,San Francisco,United States,George Ashbrook,20-06-2014,CA-2014-138870,Xerox 1907,24-06-2014,California,1,1,0.47,2,11.5432,24.56
Paper,San Francisco,United States,Georgia Rosenberg,21-11-2011,CA-2011-103401,Xerox 211,26-11-2011,California,1,1,0.48,2,6.2208,12.96
Paper,San Francisco,United States,Greg Maxwell,21-09-2013,CA-2013-100244,Xerox 1944,25-09-2013,California,1,1,0.49,2,37.9848,77.52
Paper,San Francisco,United States,Greg Tran,19-02-2013,CA-2013-106460,Xerox 1880,22-02-2013,California,1,1,0.47,2,33.3136,70.88
Paper,San Francisco,United States,Lindsay Shagiari,26-11-2011,US-2011-147648,Xerox 1893,01-12-2011,California,1,1,0.49,2,40.1702,81.98
Paper,San Francisco,United States,Mike Pelletier,06-10-2014,CA-2014-167661,Xerox 1951,11-10-2014,California,1,1,0.45,2,27.882,61.96
Paper,San Francisco,United States,Rick Huthwaite,27-09-2012,CA-2012-167255,Xerox 226,29-09-2012,California,1,1,0.48,2,6.2208,12.96
Paper,San Francisco,United States,Steve Carroll,21-11-2011,CA-2011-154781,Tops Wirebound Message Log Books,26-11-2011,California,1,1,0.46,2,3.0268,6.58
Paper,San Jose,United States,Greg Matthias,10-05-2011,CA-2011-103310,Southworth 25% Cotton Premium Laser Paper and Envelopes,15-05-2011,California,1,1,0.48,2,19.1808,39.96
Paper,Santa Barbara,United States,David Bremer,06-12-2012,CA-2012-136700,Spiral Phone Message Books with Labels by Adams,11-12-2012,California,1,1,0.49,2,4.3904,8.96
Paper,Santa Clara,United States,Lisa Ryan,07-09-2011,CA-2011-109918,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",12-09-2011,California,1,1,0.47,2,9.6632,20.56
Paper,Stockton,United States,Alex Grayson,11-12-2014,CA-2014-107748,Xerox 225,13-12-2014,California,1,1,0.48,2,6.2208,12.96
Paper,Westminster,United States,Jeremy Lonsdale,08-08-2014,CA-2014-156776,Xerox 1881,12-08-2014,California,1,1,0.47,2,11.5432,24.56
Phones,Bakersfield,United States,Anthony Witt,03-09-2014,CA-2014-123001,Ooma Telo VoIP Home Phone System,09-09-2014,California,1,1,0.0625,2,12.599,201.584
Phones,Costa Mesa,United States,Dave Brooks,27-02-2014,CA-2014-121258,Aastra 57i VoIP phone,04-03-2014,California,1,1,0.075,2,19.3932,258.576
Phones,Long Beach,United States,Christine Sundaresam,23-06-2012,CA-2012-139164,"Plantronics CS 50-USB -Â headsetÂ - Convertible, Monaural",28-06-2012,California,1,1,0.0875,2,19.0386,217.584
Phones,Los Angeles,United States,Anne Pryor,07-12-2013,US-2013-103674,Cisco SPA301,11-12-2013,California,1,1,0.125,2,31.198,249.584
Phones,Los Angeles,United States,Bill Tyler,13-04-2012,US-2012-120502,Aastra 57i VoIP phone,19-04-2012,California,1,1,0.075,2,19.3932,258.576
Phones,Los Angeles,United States,Dave Hallsten,29-02-2012,CA-2012-102316,Square Credit Card Reader,03-03-2012,California,1,1,0.075,2,1.1988,15.984
Phones,Los Angeles,United States,Eugene Barchas,13-04-2012,CA-2012-106257,Polycom CX600 IP Phone VoIP phone,17-04-2012,California,1,1,0.0875,2,41.993,479.92
Phones,Los Angeles,United States,Jim Epp,23-05-2013,CA-2013-154081,Nortel Business Series Terminal T7208 Digital phone,30-05-2013,California,1,1,0.1,2,22.2384,222.384
Phones,Los Angeles,United States,Maureen Gastineau,09-06-2014,US-2014-109316,Shocksock Galaxy S4 Armband,11-06-2014,California,1,1,-0.2,2,-3.504,17.52
Phones,Los Angeles,United States,Mike Caudle,27-12-2013,CA-2013-129868,Mitel 5320 IP Phone VoIP phone,01-01-2014,California,1,1,0.1,2,30.2384,302.384
Phones,Los Angeles,United States,Paul Gonzalez,17-12-2012,CA-2012-134117,Panasonic KX TS3282W Corded phone,19-12-2012,California,1,1,0.125,2,16.998,135.984
Phones,Los Angeles,United States,Roy Phan,28-09-2012,CA-2012-129546,Motorola HK250 Universal Bluetooth Headset,05-10-2012,California,1,1,-0.225,2,-8.2764,36.784
Phones,Los Angeles,United States,Scot Coram,22-08-2013,US-2013-126452,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,29-08-2013,California,1,1,-0.25,2,-7.996,31.984
Phones,Riverside,United States,Thomas Seio,02-08-2013,CA-2013-155978,Apple iPhone 5,02-08-2013,California,1,1,0.0875,2,90.9762,1039.728
Phones,Sacramento,United States,Jane Waco,14-10-2014,CA-2014-135909,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,21-10-2014,California,1,1,-0.25,2,-7.996,31.984
Phones,Sacramento,United States,Linda Cazamias,05-08-2013,CA-2013-111913,Mitel 5320 IP Phone VoIP phone,07-08-2013,California,1,1,0.1,2,30.2384,302.384
